index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight                                              star
  128   4394.059    22.1 1.220  -1.77  3.499  0.069    84.468     2.671  0.151  0.022  0.185 -0.058  0.035 0.198 0.100 0.233 18.498 wukong13_166070607_lesspayne_norm_EQW_params_synt
  130   4395.839    22.1 1.242  -1.93  3.325  0.049    68.091     2.367  0.123  0.011  0.185 -0.037  0.038 0.193 0.100 0.223 20.177 wukong13_166070607_lesspayne_norm_EQW_params_synt
  131   4399.765    22.1 1.236   -1.2  3.809  0.071   118.063     2.768  0.174  0.027  0.131 -0.103  0.029 0.171 0.100 0.211 22.532 wukong13_166070607_lesspayne_norm_EQW_params_synt
  135   4409.518    22.1 1.230  -2.53  3.472  0.044    45.052     2.364  0.135  0.013  0.192 -0.015  0.039 0.197 0.100 0.225 19.718 wukong13_166070607_lesspayne_norm_EQW_params_synt
  136   4411.073    22.1 3.092  -0.65  3.445  0.055    31.937     2.675  0.174 -0.018  0.191 -0.009  0.026 0.194 0.100 0.225 19.768 wukong13_166070607_lesspayne_norm_EQW_params_synt
  137    4411.93    22.1 1.223  -2.62  3.471  0.045    40.499     2.461  0.146  0.014  0.188 -0.012  0.039 0.193 0.100 0.222 20.312 wukong13_166070607_lesspayne_norm_EQW_params_synt
  139   4416.818    26.1 2.778  -2.57  5.665  0.069    68.355     3.175  0.164 -0.017  0.193 -0.040  0.033 0.201 0.100 0.234 18.185 wukong13_166070607_lesspayne_norm_EQW_params_synt
  140   4418.331    22.1 1.236  -1.99  3.550  0.065    76.390     2.961  0.148  0.019  0.183 -0.047  0.038 0.194 0.100 0.227 19.332 wukong13_166070607_lesspayne_norm_EQW_params_synt
  141   4421.938    22.1 2.060  -1.64  3.405  0.056    38.359     2.981  0.177 -0.002  0.192 -0.011  0.034 0.195 0.100 0.226 19.500 wukong13_166070607_lesspayne_norm_EQW_params_synt
  143   4425.437    20.0 1.879 -0.358  4.731  0.052    89.774     2.483  0.156  0.111 -0.087 -0.051 -0.009 0.150 0.100 0.188 28.347 wukong13_166070607_lesspayne_norm_EQW_params_synt
  145    4427.31    26.0 0.052  -2.92  5.742  0.097   136.679     4.345  0.188  0.215 -0.127 -0.111 -0.038 0.276 0.100 0.309 10.468 wukong13_166070607_lesspayne_norm_EQW_params_synt
  146   4432.096    22.1 1.236  -3.08  3.459  0.071    18.265     2.572  0.115  0.012  0.188 -0.004  0.038 0.192 0.100 0.228 19.234 wukong13_166070607_lesspayne_norm_EQW_params_synt
  147   4434.957    20.0 1.886 -0.007  4.813  0.073   110.835     3.916  0.170  0.118 -0.142 -0.058 -0.003 0.194 0.100 0.230 18.943 wukong13_166070607_lesspayne_norm_EQW_params_synt
  151   4442.339    26.0 2.196  -1.23  5.657  0.072   106.642     3.622  0.168  0.147 -0.074 -0.070 -0.019 0.180 0.100 0.218 21.039 wukong13_166070607_lesspayne_norm_EQW_params_synt
  152   4443.801    22.1 1.079  -0.71  3.479  0.076   132.714     3.271  0.186  0.034  0.094 -0.106  0.032 0.149 0.100 0.195 26.296 wukong13_166070607_lesspayne_norm_EQW_params_synt
  153   4444.554    22.1 1.115   -2.2  3.376  0.050    64.891     2.555  0.145  0.017  0.186 -0.033  0.039 0.194 0.100 0.224 20.002 wukong13_166070607_lesspayne_norm_EQW_params_synt
  154   4447.717    26.0 2.221  -1.36  5.740  0.074   103.109     3.582  0.169  0.147 -0.069 -0.069 -0.019 0.177 0.100 0.217 21.291 wukong13_166070607_lesspayne_norm_EQW_params_synt
  156   4450.482    22.1 1.083  -1.52  3.591  0.092   105.002     3.614  0.179  0.027  0.163 -0.091  0.025 0.190 0.100 0.234 18.292 wukong13_166070607_lesspayne_norm_EQW_params_synt
  157   4450.894    22.0 1.878   0.32  3.180  0.066    17.740     2.315  0.144  0.111 -0.017 -0.003 -0.004 0.112 0.100 0.164 37.048 wukong13_166070607_lesspayne_norm_EQW_params_synt
  158   4453.313    22.0 1.429  -0.03  3.281  0.045    28.289     2.016  0.123  0.124 -0.019 -0.006 -0.006 0.126 0.100 0.167 35.926 wukong13_166070607_lesspayne_norm_EQW_params_synt
  159   4453.699    22.0 1.872    0.1  3.156  0.086    11.099     2.117  0.141  0.110 -0.019 -0.004 -0.004 0.112 0.100 0.173 33.456 wukong13_166070607_lesspayne_norm_EQW_params_synt
  160   4454.779    20.0 1.899  0.258  4.764  0.054   122.279     3.268  0.184  0.120 -0.172 -0.056  0.002 0.217 0.100 0.245 16.655 wukong13_166070607_lesspayne_norm_EQW_params_synt
  161   4455.317    22.0 1.442    0.1  3.322  0.042    35.941     2.255  0.139  0.124 -0.023 -0.012 -0.007 0.127 0.100 0.167 35.890 wukong13_166070607_lesspayne_norm_EQW_params_synt
  162   4455.887    20.0 1.899 -0.518  4.694  0.052    79.435     2.501  0.156  0.107 -0.063 -0.041 -0.009 0.131 0.100 0.173 33.462 wukong13_166070607_lesspayne_norm_EQW_params_synt
  163   4457.427    22.0 1.459   0.26  3.491  0.042    52.876     2.305  0.172  0.127 -0.026 -0.020 -0.009 0.131 0.100 0.170 34.422 wukong13_166070607_lesspayne_norm_EQW_params_synt
  165   4461.653    26.0 0.087  -3.19  5.646  0.073   121.464     2.990  0.172  0.212 -0.089 -0.106 -0.046 0.257 0.100 0.286 12.263 wukong13_166070607_lesspayne_norm_EQW_params_synt
  167   4468.493    22.1 1.130  -0.63  3.758  0.074   146.882     3.909  0.208  0.040  0.046 -0.100  0.039 0.123 0.100 0.175 32.558 wukong13_166070607_lesspayne_norm_EQW_params_synt
  168   4469.151    22.1 1.083  -2.55  3.655  0.054    63.312     2.811  0.164  0.012  0.187 -0.036  0.034 0.194 0.100 0.225 19.809 wukong13_166070607_lesspayne_norm_EQW_params_synt
  169   4470.477    28.0 3.396   -0.3  4.382  0.066    37.262     3.311  0.186  0.090  0.004 -0.011  0.000 0.091 0.100 0.150 44.260 wukong13_166070607_lesspayne_norm_EQW_params_synt
  170   4471.237    22.0 1.732  -0.15  3.656  0.055    24.280     2.398  0.148  0.115 -0.020 -0.005 -0.004 0.117 0.100 0.163 37.464 wukong13_166070607_lesspayne_norm_EQW_params_synt
  173    4484.22    26.0 3.600  -0.64  5.441  0.042    47.721     2.275  0.147  0.096 -0.015 -0.018 -0.003 0.099 0.100 0.147 46.427 wukong13_166070607_lesspayne_norm_EQW_params_synt
  174   4488.324    22.1 3.121   -0.5  3.307  0.038    31.043     1.835  0.138 -0.021  0.186 -0.011  0.024 0.189 0.100 0.217 21.196 wukong13_166070607_lesspayne_norm_EQW_params_synt
  175   4489.739    26.0 0.121   -3.9  5.982  0.080   105.680     3.070  0.165  0.208 -0.055 -0.099 -0.051 0.242 0.100 0.274 13.317 wukong13_166070607_lesspayne_norm_EQW_params_synt
  176     4491.4    26.1 2.856  -2.71  5.498  0.036    48.818     1.895  0.143 -0.020  0.197 -0.021  0.032 0.202 0.100 0.228 19.242 wukong13_166070607_lesspayne_norm_EQW_params_synt
  177   4493.522    22.1 1.079  -2.78  3.307  0.055    32.487     2.830  0.142  0.015  0.188 -0.009  0.040 0.193 0.100 0.224 19.890 wukong13_166070607_lesspayne_norm_EQW_params_synt
  178   4494.563    26.0 2.196  -1.14  5.510  0.062   104.536     2.996  0.176  0.148 -0.068 -0.069 -0.020 0.178 0.100 0.213 21.962 wukong13_166070607_lesspayne_norm_EQW_params_synt
  180    4501.27    22.1 1.115  -0.77  3.603  0.086   134.727     3.766  0.176  0.034  0.091 -0.105  0.032 0.147 0.100 0.197 25.718 wukong13_166070607_lesspayne_norm_EQW_params_synt
  181   4508.281    26.1 2.856  -2.42  5.637  0.054    70.460     2.426  0.155 -0.017  0.193 -0.042  0.034 0.201 0.100 0.231 18.735 wukong13_166070607_lesspayne_norm_EQW_params_synt
  182   4512.734    22.0 0.835   -0.4  3.248  0.035    42.975     1.997  0.141  0.141 -0.026 -0.014 -0.009 0.144 0.100 0.179 31.192 wukong13_166070607_lesspayne_norm_EQW_params_synt
  183   4515.334    26.1 2.844   -2.6  5.806  0.057    70.393     2.647  0.164 -0.017  0.193 -0.043  0.034 0.201 0.100 0.232 18.590 wukong13_166070607_lesspayne_norm_EQW_params_synt
  184   4518.022    22.0 0.825  -0.25  3.208  0.036    49.814     2.059  0.146  0.142 -0.025 -0.018 -0.010 0.146 0.100 0.180 30.760 wukong13_166070607_lesspayne_norm_EQW_params_synt
  185   4518.332    22.1 1.079  -2.56  3.596  0.049    60.533     2.313  0.170  0.017  0.192 -0.026  0.040 0.199 0.100 0.228 19.293 wukong13_166070607_lesspayne_norm_EQW_params_synt
  186   4520.221    26.1 2.807  -2.65  5.658  0.054    62.976     2.602  0.170 -0.018  0.195 -0.037  0.034 0.202 0.100 0.232 18.590 wukong13_166070607_lesspayne_norm_EQW_params_synt
  188   4527.304    22.0 0.812  -0.45  3.352  0.045    47.732     2.529  0.156  0.144 -0.023 -0.014 -0.009 0.147 0.100 0.183 29.790 wukong13_166070607_lesspayne_norm_EQW_params_synt
  190    4529.48    22.1 1.571  -1.75  3.766  0.062    80.245     2.779  0.175  0.014  0.185 -0.052  0.035 0.196 0.100 0.228 19.159 wukong13_166070607_lesspayne_norm_EQW_params_synt
  191   4531.148    26.0 1.484   -2.1  5.740  0.072   105.790     3.075  0.177  0.171 -0.064 -0.084 -0.030 0.203 0.100 0.238 17.706 wukong13_166070607_lesspayne_norm_EQW_params_synt
  192   4533.239    22.0 0.848   0.54  3.033  0.065    79.829     2.950  0.155  0.154 -0.042 -0.051 -0.021 0.169 0.100 0.207 23.393 wukong13_166070607_lesspayne_norm_EQW_params_synt
  193   4534.776    22.0 0.835   0.35  3.033  0.067    71.508     3.146  0.150  0.151 -0.035 -0.041 -0.017 0.161 0.100 0.201 24.700 wukong13_166070607_lesspayne_norm_EQW_params_synt
  194   4535.569    22.0 0.825   0.14  3.284  0.056    73.771     2.621  0.175  0.151 -0.037 -0.045 -0.020 0.163 0.100 0.199 25.169 wukong13_166070607_lesspayne_norm_EQW_params_synt
  195   4544.687    22.0 0.818  -0.45  3.300  0.040    44.432     2.321  0.154  0.143 -0.025 -0.013 -0.008 0.146 0.100 0.181 30.388 wukong13_166070607_lesspayne_norm_EQW_params_synt
  196   4545.133    22.1 1.130  -2.45  3.655  0.070    66.221     3.471  0.168  0.019  0.187 -0.033  0.040 0.195 0.100 0.230 18.896 wukong13_166070607_lesspayne_norm_EQW_params_synt
  197   4547.847    26.0 3.544  -0.82  5.621  0.052    50.916     2.736  0.159  0.098 -0.013 -0.022 -0.010 0.102 0.100 0.152 43.361 wukong13_166070607_lesspayne_norm_EQW_params_synt
  198   4548.764    22.0 0.825  -0.28  3.256  0.047    51.014     2.597  0.160  0.141 -0.027 -0.021 -0.013 0.146 0.100 0.183 29.913 wukong13_166070607_lesspayne_norm_EQW_params_synt
  199   4555.483    22.0 0.848   -0.4  3.255  0.048    42.728     2.697  0.151  0.142 -0.025 -0.016 -0.011 0.145 0.100 0.183 29.877 wukong13_166070607_lesspayne_norm_EQW_params_synt
  200   4555.888    26.1 2.828   -2.4  5.728  0.072    77.026     3.220  0.175 -0.016  0.189 -0.052  0.033 0.199 0.100 0.234 18.197 wukong13_166070607_lesspayne_norm_EQW_params_synt
  201   4558.644    24.1 4.070  -0.43  3.742  0.049    47.881     2.469  0.154 -0.035  0.189 -0.020  0.024 0.195 0.100 0.224 19.871 wukong13_166070607_lesspayne_norm_EQW_params_synt
  202   4571.096    12.0 0.000 -5.623  6.230  0.072   107.581     3.354  0.169  0.196 -0.037 -0.066 -0.049 0.216 0.100 0.248 16.200 wukong13_166070607_lesspayne_norm_EQW_params_synt
  203   4571.971    22.1 1.571  -0.31  3.691  0.100   136.858     4.658  0.196  0.027  0.078 -0.101  0.033 0.135 0.100 0.195 26.244 wukong13_166070607_lesspayne_norm_EQW_params_synt
  204   4576.328    26.1 2.844  -2.95  5.740  0.047    50.346     2.553  0.163 -0.020  0.198 -0.020  0.032 0.203 0.100 0.231 18.784 wukong13_166070607_lesspayne_norm_EQW_params_synt
  205   4580.048    24.0 0.941  -1.66  3.869  0.050    45.840     2.832  0.175  0.137 -0.025 -0.019 -0.009 0.141 0.100 0.180 30.924 wukong13_166070607_lesspayne_norm_EQW_params_synt
  206   4582.835    26.1 2.844  -3.18  5.671  0.042    34.559     2.139  0.156 -0.019  0.198 -0.010  0.031 0.202 0.100 0.229 19.087 wukong13_166070607_lesspayne_norm_EQW_params_synt
  207   4583.409    22.1 1.164  -2.84  3.598  0.036    39.984     1.980  0.162  0.014  0.189 -0.012  0.040 0.194 0.100 0.221 20.426 wukong13_166070607_lesspayne_norm_EQW_params_synt
  208   4583.829    26.1 2.807  -1.94  5.672  0.056    96.597     2.519  0.183 -0.011  0.172 -0.069  0.031 0.188 0.100 0.220 20.591 wukong13_166070607_lesspayne_norm_EQW_params_synt
  209   4588.198    24.1 4.068  -0.65  3.740  0.047    36.941     2.350  0.152 -0.035  0.190 -0.012  0.021 0.195 0.100 0.224 19.952 wukong13_166070607_lesspayne_norm_EQW_params_synt
  210   4591.391    24.0 0.968  -1.74  3.694  0.049    30.851     2.461  0.160  0.134 -0.023 -0.008 -0.007 0.136 0.100 0.176 32.258 wukong13_166070607_lesspayne_norm_EQW_params_synt
  211   4592.053    24.1 4.070   -1.3  3.696  0.076    11.351     1.845  0.108 -0.031  0.189 -0.001  0.017 0.192 0.100 0.230 18.958 wukong13_166070607_lesspayne_norm_EQW_params_synt
  213   4600.749    24.0 1.003  -1.25  3.498  0.040    44.144     2.246  0.140  0.137 -0.024 -0.017 -0.008 0.140 0.100 0.177 31.950 wukong13_166070607_lesspayne_norm_EQW_params_synt
  214     4602.0    26.0 1.607  -3.13  5.684  0.060    50.348     3.306  0.164  0.144 -0.016 -0.023 -0.012 0.147 0.100 0.188 28.356 wukong13_166070607_lesspayne_norm_EQW_params_synt
  215   4602.941    26.0 1.484  -2.21  5.614  0.075    95.303     2.963  0.166  0.170 -0.042 -0.086 -0.036 0.198 0.100 0.234 18.188 wukong13_166070607_lesspayne_norm_EQW_params_synt
  216   4604.988    28.0 3.477  -0.24  4.186  0.060    26.729     2.716  0.185  0.085  0.005 -0.007  0.000 0.085 0.100 0.145 47.847 wukong13_166070607_lesspayne_norm_EQW_params_synt
  217   4607.331    38.0 0.000  0.283  0.571  0.098     7.700     1.768  0.092  0.127 -0.022 -0.004 -0.007 0.129 0.100 0.190 27.561 wukong13_166070607_lesspayne_norm_EQW_params_synt
  218   4607.647    26.0 3.263  -1.33  5.650  0.045    42.780     2.477  0.147  0.105 -0.011 -0.014 -0.003 0.107 0.100 0.153 42.777 wukong13_166070607_lesspayne_norm_EQW_params_synt
  219   4609.265    22.1 1.179  -3.32  3.496  0.070    14.472     2.012  0.144  0.017  0.191 -0.002  0.041 0.196 0.100 0.231 18.742 wukong13_166070607_lesspayne_norm_EQW_params_synt
  220   4616.124    24.0 0.982  -1.19  3.647  0.046    56.953     2.438  0.152  0.137 -0.026 -0.029 -0.015 0.143 0.100 0.181 30.649 wukong13_166070607_lesspayne_norm_EQW_params_synt
  221   4617.269    22.0 1.748   0.44  3.185  0.049    29.350     2.385  0.152  0.117 -0.019 -0.007 -0.006 0.119 0.100 0.163 37.683 wukong13_166070607_lesspayne_norm_EQW_params_synt
  222   4619.288    26.0 3.600  -1.06  5.513  0.038    30.259     1.836  0.129  0.093 -0.009 -0.008 -0.002 0.094 0.100 0.142 49.400 wukong13_166070607_lesspayne_norm_EQW_params_synt
  223   4620.513    26.1 2.828  -3.21  5.716  0.053    36.349     2.726  0.186 -0.019  0.198 -0.011  0.031 0.202 0.100 0.231 18.707 wukong13_166070607_lesspayne_norm_EQW_params_synt
  224   4623.097    22.0 1.738   0.16  3.347  0.054    24.560     2.393  0.190  0.117 -0.018 -0.006 -0.005 0.119 0.100 0.164 37.049 wukong13_166070607_lesspayne_norm_EQW_params_synt
  225   4625.045    26.0 3.239  -1.27  5.589  0.044    44.509     2.389  0.146  0.105 -0.016 -0.015 -0.003 0.107 0.100 0.153 42.640 wukong13_166070607_lesspayne_norm_EQW_params_synt
  226   4626.173    24.0 0.968  -1.33  3.714  0.046    54.187     2.205  0.145  0.142 -0.021 -0.021 -0.009 0.145 0.100 0.182 30.081 wukong13_166070607_lesspayne_norm_EQW_params_synt
  227   4629.332    26.1 2.807  -2.26  5.473  0.049    73.309     2.295  0.166 -0.017  0.192 -0.045  0.034 0.201 0.100 0.230 18.962 wukong13_166070607_lesspayne_norm_EQW_params_synt
  228    4630.12    26.0 2.277  -2.58  5.780  0.042    43.554     2.352  0.149  0.128 -0.015 -0.016 -0.008 0.130 0.100 0.169 34.850 wukong13_166070607_lesspayne_norm_EQW_params_synt
  229   4632.912    26.0 1.607   -2.9  5.762  0.050    66.923     2.352  0.156  0.155 -0.019 -0.036 -0.014 0.161 0.100 0.196 26.056 wukong13_166070607_lesspayne_norm_EQW_params_synt
  230   4634.073    24.1 4.069  -1.05  3.863  0.057    24.558     2.232  0.130 -0.033  0.192 -0.007  0.020 0.196 0.100 0.227 19.360 wukong13_166070607_lesspayne_norm_EQW_params_synt
  231   4637.503    26.0 3.281  -1.29  5.580  0.042    40.414     2.272  0.150  0.103 -0.014 -0.014 -0.003 0.105 0.100 0.151 43.908 wukong13_166070607_lesspayne_norm_EQW_params_synt
  233   4646.162    24.0 1.029  -0.74  3.555  0.048    72.237     2.234  0.163  0.146 -0.032 -0.046 -0.019 0.158 0.100 0.193 26.938 wukong13_166070607_lesspayne_norm_EQW_params_synt
  234   4648.652    28.0 3.417  -0.09  4.118  0.043    33.948     2.093  0.125  0.089  0.005 -0.009  0.000 0.090 0.100 0.141 50.309 wukong13_166070607_lesspayne_norm_EQW_params_synt
  236   4651.291    24.0 0.982  -1.46  3.537  0.039    36.599     2.086  0.143  0.136 -0.020 -0.009 -0.007 0.138 0.100 0.175 32.735 wukong13_166070607_lesspayne_norm_EQW_params_synt
  237   4652.157    24.0 1.003  -1.04  3.576  0.043    60.005     2.279  0.148  0.141 -0.028 -0.033 -0.013 0.148 0.100 0.184 29.609 wukong13_166070607_lesspayne_norm_EQW_params_synt
  238   4657.201    22.1 1.242  -2.29  3.603  0.055    65.804     2.798  0.173  0.016  0.187 -0.038  0.040 0.196 0.100 0.226 19.495 wukong13_166070607_lesspayne_norm_EQW_params_synt
  240   4678.846    26.0 3.600  -0.68  5.564  0.041    52.962     2.240  0.151  0.099 -0.020 -0.022 -0.005 0.103 0.100 0.150 44.659 wukong13_166070607_lesspayne_norm_EQW_params_synt
  242   4702.991    12.0 4.346  -0.44  5.776  0.037   105.108     2.713  0.174  0.086 -0.123 -0.026  0.003 0.152 0.100 0.186 28.918 wukong13_166070607_lesspayne_norm_EQW_params_synt
  243   4707.275    26.0 3.241  -0.96  5.682  0.045    66.190     2.222  0.169  0.113 -0.035 -0.035 -0.008 0.124 0.100 0.165 36.618 wukong13_166070607_lesspayne_norm_EQW_params_synt
  244   4708.663    22.1 1.236  -2.35  3.498  0.041    57.822     2.259  0.161  0.014  0.188 -0.024  0.040 0.194 0.100 0.222 20.244 wukong13_166070607_lesspayne_norm_EQW_params_synt
  245   4714.417    28.0 3.377   0.25  4.319  0.048    64.800     2.393  0.176  0.100 -0.016 -0.035 -0.005 0.107 0.100 0.154 41.997 wukong13_166070607_lesspayne_norm_EQW_params_synt
  246    4722.15    30.0 4.030  -0.37  2.710  0.047    29.830     2.180  0.129  0.019  0.116 -0.012  0.022 0.120 0.100 0.163 37.516 wukong13_166070607_lesspayne_norm_EQW_params_synt
  247   4727.395    26.0 3.684  -1.06  5.673  0.043    33.628     2.138  0.178  0.092 -0.009 -0.012 -0.002 0.093 0.100 0.143 48.678 wukong13_166070607_lesspayne_norm_EQW_params_synt
  248   4733.591    26.0 1.484  -2.99  5.674  0.048    65.455     2.310  0.156  0.156 -0.019 -0.035 -0.015 0.162 0.100 0.196 26.006 wukong13_166070607_lesspayne_norm_EQW_params_synt
  249   4736.773    26.0 3.209  -0.67  5.642  0.050    80.166     2.339  0.157  0.120 -0.057 -0.051 -0.010 0.143 0.100 0.181 30.440 wukong13_166070607_lesspayne_norm_EQW_params_synt
  250   4756.515    28.0 3.477  -0.27  4.204  0.050    26.613     2.270  0.144  0.086  0.005 -0.006  0.001 0.086 0.100 0.141 50.103 wukong13_166070607_lesspayne_norm_EQW_params_synt
  252   4763.883    22.1 1.220   -2.4  3.601  0.036    61.831     1.945  0.162  0.010  0.188 -0.033  0.040 0.195 0.100 0.222 20.231 wukong13_166070607_lesspayne_norm_EQW_params_synt
  253   4764.525    22.1 1.236  -2.69  3.493  0.034    38.728     1.868  0.136  0.014  0.190 -0.011  0.040 0.195 0.100 0.222 20.336 wukong13_166070607_lesspayne_norm_EQW_params_synt
  254   4772.804    26.0 1.556   -2.9  5.375  0.037    50.215     2.038  0.146  0.149 -0.015 -0.019 -0.010 0.151 0.100 0.185 29.191 wukong13_166070607_lesspayne_norm_EQW_params_synt
  255   4786.535    28.0 3.417  -0.18  4.395  0.058    44.103     3.143  0.178  0.091  0.000 -0.015 -0.001 0.092 0.100 0.148 45.721 wukong13_166070607_lesspayne_norm_EQW_params_synt
  257   4798.531    22.1 1.079  -2.66  3.564  0.042    54.818     2.439  0.163  0.017  0.188 -0.021  0.041 0.194 0.100 0.223 20.194 wukong13_166070607_lesspayne_norm_EQW_params_synt
  259    4810.53    30.0 4.078  -0.15  2.754  0.035    40.294     1.860  0.157  0.021  0.117 -0.014  0.023 0.122 0.100 0.161 38.342 wukong13_166070607_lesspayne_norm_EQW_params_synt
  260   4820.409    22.0 1.501  -0.38  3.363  0.055    15.801     1.761  0.121  0.122 -0.021 -0.003 -0.005 0.124 0.100 0.168 35.230 wukong13_166070607_lesspayne_norm_EQW_params_synt
  261   4824.131    24.1 3.868  -0.92  4.052  0.055    50.341     2.772  0.180 -0.033  0.190 -0.026  0.028 0.197 0.100 0.227 19.352 wukong13_166070607_lesspayne_norm_EQW_params_synt
  262   4831.176    28.0 3.603  -0.32  4.170  0.054    17.997     1.867  0.116  0.083  0.007 -0.004  0.000 0.083 0.100 0.141 50.325 wukong13_166070607_lesspayne_norm_EQW_params_synt
  263   4840.874    22.0 0.899  -0.43  3.235  0.043    38.251     2.367  0.147  0.140 -0.021 -0.011 -0.009 0.142 0.100 0.179 31.159 wukong13_166070607_lesspayne_norm_EQW_params_synt
  264   4849.168    22.1 1.130  -2.96  3.608  0.062    37.306     3.461  0.190  0.014  0.189 -0.011  0.041 0.194 0.100 0.227 19.393 wukong13_166070607_lesspayne_norm_EQW_params_synt
  266    4856.01    22.0 2.254   0.52  3.334  0.116    16.284     3.968  0.167  0.103 -0.018 -0.002 -0.003 0.105 0.100 0.185 29.067 wukong13_166070607_lesspayne_norm_EQW_params_synt
  268    4865.61    22.1 1.115   -2.7  3.507  0.060    47.139     3.521  0.170  0.016  0.190 -0.018  0.042 0.196 0.100 0.228 19.214 wukong13_166070607_lesspayne_norm_EQW_params_synt
